"""温度400Kの高温熱源と温度 200Kの低温熱源の間で作動する逆カルノーサイクルの時間あたりの仕事が10kWであった。
この逆カルノーサイクルの高温熱源への放熱量(kW)として、最も近い値はどれか。 """,5,10,15,20,50,,,,,20,[img:/static/explain/kr6/r6kk3.jpg]
"""都市ガスを燃焼させて、1000m³、10℃の空気を圧力一定のもと55℃まで暖めたい。
熱効率を80%とした場合、必要な都市ガスの体積(m³)として最も近い値はどれか。
ただし、体積は標準状態(0℃、101325Pa)における体積とし、空気の定圧モル熱容量を30J/(mol・K)、 都市ガスの発熱量を45MJ/m³とする。 """,0.6,0.8,1.1,1.3,1.7,,,,,1.7,[img:/static/explain/kr6/r6kk4.jpg]
"""一次反応において、反応物が初期濃度から50%反応するのに120秒を要した。
この反応において、初期濃度から87.5%反応するのに要する時間(秒)として、最も近い値はどれか。""",180,210,240,360,480,,,,,360,[img:/static/explain/kr6/r6kk5.jpg]
"""下の図は、化学反応の過程における、エネルギーの変化を表したものである。
この図に関する次の記述のうち、正しいものはどれか。"" ",Aは活性化エネルギーに相当する。,触媒を用いるとBを小さくすることができる。,Cは反応熱に相当する。,Dは臨界状態である。,この反応は吸熱反応である。,,,,,Aは活性化エネルギーに相当する。,[img:/static/explain/kr6/r6kk6.jpg]
"""メタンを空気で完全燃焼させたところ、湿り燃焼ガスの酸素濃度が5vol%であった。
このときの空気比として最も近い値はどれか。ただし、空気中の窒素と酸素の体積比は4:1とする。 """,1.17,1.37,1.57,1.77,1.97,,,,,1.37,[img:/static/explain/kr6/r6kk7.jpg]
燃焼に関する次の記述のうち、誤っているものはどれか。,コジェネレーション等の効率を求める際には、供給ガスの発熱量として低位発熱量を用いて計算することが多い。,メタンの燃焼において、 十分な空気量が確保されていたとしても燃焼反応に十分な時間が確保できない場合等では、COが燃焼ガスとして排出される可能性がある。 ,水素の層流燃焼速度はメタンと比べて速く、 空気比0.5付近が最大となる。,燃料と空気を混合した可燃予混合気の空気比が1より小さいブンゼン火炎の燃焼形態は、部分予混合燃焼である。,層流燃焼速度は乱流予混合火炎にみられる渦運動の影響がなく、乱流燃焼速度より速い。,,,,,層流燃焼速度は乱流予混合火炎にみられる渦運動の影響がなく、乱流燃焼速度より速い。,[img:/static/explain/kr6/r6kk8.jpg]
流体に関する次の記述のうち、正しいものはどれか。,ピトー管では、測定された差圧が2倍になると、 流速は2倍になる。,ベルヌーイの式は、 流線上で圧力エネルギーと運動エネルギーの和が一定に保存されることを示す。,粘度を密度で割った値を動粘度といい、単位はm/s で表すことができる。 ,直円管内の完全に発達した層流の場合、管摩擦係数はレイノルズ数に比例して大きくなる。 ,直円管内の完全に発達した乱流で管壁面が滑らかな場合、 管摩擦係数はレイノルズ数に比例して大きくなる。,,,,,粘度を密度で割った値を動粘度といい、単位はm/s で表すことができる。 ,[img:/static/explain/kr6/r6kk9.jpg]
"""内径がd₁＝200mmからd₂＝300mmに拡大しているディフューザがある。
上流の内径d₁における流体の平均流速が3m/sのとき、 ディフューザの損失ヘッドΔh(m)として最も近い値はどれか。
ただし、重力加速度gを10m/s²とする。"" ",0.08,0.14,0.28,0.38,0.56,,,,,0.14,[img:/static/explain/kr6/r6kk10.jpg]
"""メタンガスの流量をオリフィスメーターを用いて測定したところ、流量100m³/hのときの差圧が1kPaであった。
差圧が4kPaになったときの流量(m³/h)として、最も近い値はどれか。
ただし、流量係数など他の条件は変わらないものとし、メタンガスは理想気体として取り扱えることとする。 """,10,40,100,200,400,,,,,200,[img:/static/explain/kr6/r6kk11.jpg]
"""蒸気を通した外径100mmの鋼管を厚さ50mm、熱伝導率k=0.05W/(m・K)の保温材で巻いてある。
保温材内面の温度T1=180℃保温材外面の温度T2=40℃であるとき、管長1mあたりの熱損失(W)として、最も近い値はどれか。ただし、In2=0.70とする。 """,20,31,63,81,126,,,,,63,[img:/static/explain/kr6/r6kk12.jpg]
伝熱に関する次の記述のうち、誤っているものはどれか。,熱交換器の熱通過率(W/(m・K))は、高温流体側、低温流体側それぞれの熱伝達率(W/(m²・K))及び高温流体・低温流体間の隔壁の熱伝達率(W/(m²K))とその厚み(m)により求められる。,沸騰、凝縮等の相変化があると熱伝達率は著しく大きくなる。,熱放射において、熱エネルギーとして重要な電磁波は、概ね可視光と赤外線を合わせた波長帯にある。,放射率は一般に温度が高くなると大きくなり、金属の場合は酸化面では大きいが、研磨面では小さい。,向流形熱交換器は、一般に並流形や直交流形より温度効率が高い。,,,,,熱交換器の熱通過率(W/(m・K))は、高温流体側、低温流体側それぞれの熱伝達率(W/(m²・K))及び高温流体・低温流体間の隔壁の熱伝達率(W/(m²K))とその厚み(m)により求められる。,[img:/static/explain/kr6/r6kk13.jpg]
"""両端面を平板で密閉した内径D、肉厚の薄肉円筒がある。
この薄肉円筒に内圧(円筒外部との圧力差)Pが作用するときの円周応力と軸応力の組合せとして正しいものはどれか。""",σｔ＝ＰＤ / ２ｔ　　　σｚ＝ＰＤ / ４ｔ,σｔ＝ＰＤ / ４ｔ　　　σｚ＝ＰＤ / ２ｔ,σｔ＝ＰＤ / ４ｔ　　　σｚ＝ＰＤ / ４ｔ,σｔ＝ＰＤ / ８ｔ　　　σｚ＝ＰＤ / ４ｔ,σｔ＝ＰＤ / ４ｔ　　　σｚ＝ＰＤ / ８ｔ,,,,,σｔ＝ＰＤ / ２ｔ　　　σｚ＝ＰＤ / ４ｔ,[img:/static/explain/kr6/r6kk14.jpg]
高分子材料に関する次の記述のうち、誤っているものはどれか。,ガラス転移温度とは、高分子材料の非晶質部分の分子鎖が回転や振動を始める温度であり、この温度を超えると剛性と粘度が低下し流動性が増す。,熱硬化性樹脂は、一般に成形は一回しか行えない。,高分子材料のクリープは常温であっても生じる。 ,ポリエチレンの引張強さ(MPa)は、高張力鋼より小さい。 ,ポリプロピレンの破断伸び(%)は3～6(ASTM規格に基づいた測定値)である。 ,,,,,ポリプロピレンの破断伸び(%)は3～6(ASTM規格に基づいた測定値)である。 ,[img:/static/explain/kr6/r6kk15.jpg]
"""メタンとプロパンを体積比9:1で混合したガス94kgを温度27°C、圧力100kPaとしたときの体積(m³)として最も近い値はどれか。
ただし、ガスは全て理想気体とし、気体定数R = 8.3J/(mol・K)とする。 """,57,82,110,125,137,,,,,125,[img:/static/explain//kr7/r7kk1.jpg]
気体の性質に関する次の記述のうち、誤っているものはどれか。,気体の液化など実在気体に特有の性質は、分子間の万有引力が主たる原因である。,窒素、水素のような多原子気体は、並進運動に加えて、分子内で振動運動と回転運動を行っている。,水素は常温で圧力を加えても液化しないが、 アンモニアは常温で圧力を加えると液化する。,気体の拡散係数は、圧力の増加により減少し温度の上昇に伴い増加する。,常圧において気体の熱伝導率は温度の上昇とともに増加するが、 固体の熱伝導率は必ずしもそうではない。,,,,,気体の液化など実在気体に特有の性質は、分子間の万有引力が主たる原因である。,[img:/static/explain//kr7/r7kk2.jpg]
"""圧力100kPaで1m³の空気を可逆的に断熱圧縮して0.95m³としたときの圧力(kPa)として最も近い値はどれか。
ただし、空気の比熱比γは1.40とする。また、xの絶対値が1より十分小さいとき、 (1 + x)ⁿ ≒　1 + nxで近似できるものとする。""",95,100,105,107,110,,,,,107,[img:/static/explain//kr7/r7kk3.jpg]
カルノーサイクルに関する次の記述のうち、最も適切なものはどれか。,カルノーサイクルの熱効率は、高温熱源の温度と低温熱源の温度だけで決まる。,カルノーサイクルは、ヒートポンプで利用される。,カルノーサイクルは、最小の仕事を取り出すことのできる理想的な熱機関である。,カルノーサイクルは、不可逆なサイクルである。,カルノーサイクルは、2つの等圧過程と2つの断熱過程からなる。,,,,,カルノーサイクルの熱効率は、高温熱源の温度と低温熱源の温度だけで決まる。,[img:/static/explain//kr7/r7kk4.jpg]
"""混合気体(CO:1.4mol、H₂O:1.4mol)を用いて、圧力280kPaにおいて、次のCOシフト反応を進行させた。 
               CO(g) + H₂O(g)→CO₂(g)+H₂(g) 
平衡定数が36である場合、平衡状態におけるCO₂の分圧(kPa)として、最も近い値はどれか。
]ただし、各成分は気体状態に保たれるものとする。""",20,70,120,140,280,,,,,120,[img:/static/explain//kr7/r7kk5.jpg]
電気化学反応に関する次の記述のうち、誤っているものはどれか。,水の電気分解反応は、水素燃焼の逆の反応である。,金属が何らかの要因で電池を形成した場合、腐食が生じる。,燃料電池は、二次電池に該当する。,燃料電池は、電気化学反応により継続的に電力を取り出すことができる。,燃料電池の理論起電力は、熱力学的に求めることができる。,,,,,燃料電池は、二次電池に該当する。,[img:/static/explain//kr7/r7kk6.jpg]
"""メタン32kgを空気580m³で完全燃焼させた。このときの空気比として、最も近い値はどれか。
ただし、空気は標準状態(温度0°C、圧力 101325Pa)とし、空気中の窒素と酸素の体積比は4:1とする。"" ",1.1,1.2,1.3,1.4,1.5,,,,,1.3,[img:/static/explain//kr7/r7kk7.jpg]
"""メタン 50vol%、プロパン50vol%からなる混合ガスの空気中における燃焼下限界(vol%)として、最も近い値はどれか。
ただし、同条件における単体ガスの燃焼下限界は、メタン5vol%、プロパン2vol%とする。""",2.6,2.9,3.2,3.5,3.8,,,,,2.9,[img:/static/explain//kr7/r7kk8.jpg]
"""燃焼に関する次の記述のうち、正しいものはいくつあるか。 


可燃性ガスにおいて、総発熱量は常に真発熱量よりも大きい。 

安定した円錐火炎の層流燃焼速度と可燃混合気流速は等しい。 

メタンの酸化反応において、空気量が十分に確保された状況であっても、反応に十分な時間が確保できない場合には、COが燃焼ガスとして排出される可能性がある。 

ブンゼン火炎は可燃予混合気の空気比が1以上の完全予混合燃焼である。 

炭化水素類の可燃性ガス混合物の燃焼下限界は、ル・シャトリエの式により精度よく推定することができる。"" ",1,2,3,4,5,,,,,2,[img:/static/explain//kr7/r7kk9.jpg]
"""流体に関する次の記述のうち、正しいものはいくつあるか。 


常温常圧における水と空気の流体としての特性を比べると、粘度は水の方が大きいが、動粘度は空気の方が大きい。 

流体における連続の式は、質量保存の法則より導かれる。

オリフィスメーターは、測定に現れた圧力差の大部分が下流において回復されずに損失となる。 

ベンチュリメーターは、測定に現れた圧力差の大部分が下流において回復する。 

管路内で、急激に流れの方向を変化させる部分をエルボといい、ゆるやかに流れが曲がる部分をベンドという。""",1,2,3,4,5,,,,,5,[img:/static/explain//kr7/r7kk10.jpg]
"""直円管の一端を円錐状に絞り、内径が元の直円管の である別の直円管を下流につなげて水を流した。
上流の管内では、圧力が40kPa、平均流速が1m/sであったとき、下流の管内での圧力(kPa)として、最も近い値はどれか。
ただし、水は非圧縮性かつ非粘性の流体として扱い、その密度は1000kg/m³とする。また、2本の直円管の中心軸は同一、かつ水平で、流れは漏れのない定常流とみなせるものとし、絞りの前後での圧力損失は無視できるものとする。 """,25,32.5,38.5,42.5,47.5,,,,,32.5,[img:/static/explain//kr7/r7kk11.jpg]
"""熱伝導率 1.2W/(m・K)、厚さ0.04mの平板の片側に、温度100°Cに保たれた液体が保持されており、反対側は20°Cの大気に接している。
液体と平板の液体側表面の熱伝達率を60W/(m²・K)、大気と平板の大気側表面の熱伝達率を20W/(m²・K)としたとき、平板の大気側表面の温度(°C)として最も近い値はどれか。"" ",35,60,78,87,93,,,,,60,[img:/static/explain//kr7/r7kk12.jpg]
"""高温流体の入口温度は210°Cで出口温度が60°Cである熱交換器がある。
低温流体の温度効率は0.4で出口温度が90°Cである場合、高温流体の温度効率として最も近い値はどれか。""",0.25,0.5,0.67,0.75,0.9,,,,,0.75,[img:/static/explain//kr7/r7kk13.jpg]
次の気体と、その沸点近くの温度で使用される金属材料の組合せとして、最も不適切なものはどれか。,気体　　　　　nーブタン　　　　　　　　金属材料　　　　　炭素鋼(リムド),気体　　　　　i-ブタン　　　　　　　　　金属材料　　　　　炭素鋼(Siキルド),気体　　　　　メタン　　　　　　　　　　　金属材料　　　　　炭素鋼(Alキルド),気体　　　　　酸素　　　　　　　　　　　　金属材料　　　　　9% Ni鋼,気体　　　　　水素　　　　　　　　　　　　金属材料　　　　　A1合金,,,,,気体　　　　　メタン　　　　　　　　　　　金属材料　　　　　炭素鋼(Alキルド),[img:/static/explain//kr7/r7kk14.jpg]
高分子材料に関する次の記述のうち、誤っているものはどれか。,プラスチック材料は、粘性と弾性の性質を併せ持つ粘弾性体である。,熱可塑性樹脂はガラス転移温度または融点まで加熱することによって軟化するため、加熱によって目的の形に成形できる。,環境応力割れは、応力と環境要因(化学薬品等)の相互作用により発生する。,高分子材料は高温度で長時間使用していると、 熱と空気中の酸素の影響で劣化する。この現象を熱酸化劣化という。,高分子材料は赤外線を吸収すると分解することがある。この現象を光劣化という。,,,,,高分子材料は赤外線を吸収すると分解することがある。この現象を光劣化という。,[img:/static/explain//kr7/r7kk15.jpg]
